# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
janA	FBgn0001280	FBtr0085597	protein_coding	0	7	6	169	2	0	1	81	0	14	6	0	0	0	1	0	0	0	0	6	72
janB	FBgn0001281	FBtr0085598	protein_coding	0	5	0	185	0	0	0	85	0	10	0	0	0	0	3	0	0	0	0	2	93
jar	FBgn0011225	FBtr0084636	protein_coding	0	50	0	172	4	0	2	48	0	46	0	0	0	0	11	0	0	0	0	41	81
jar	FBgn0011225	FBtr0301367	protein_coding	0	50	0	387	5	0	10	47	0	227	0	0	0	0	11	0	0	0	0	41	107
jar	FBgn0011225	FBtr0301368	protein_coding	0	50	0	387	4	0	10	48	0	227	0	0	0	0	11	0	0	0	0	41	107
jar	FBgn0011225	FBtr0301369	protein_coding	0	40	0	387	1	0	10	62	0	212	0	0	0	0	7	0	0	0	0	35	107
jar	FBgn0011225	FBtr0301370	protein_coding	0	50	0	383	3	0	10	45	0	227	0	0	0	0	11	0	0	0	0	41	107
jar	FBgn0011225	FBtr0301371	protein_coding	0	50	0	387	4	0	10	48	0	227	0	0	0	0	11	0	0	0	0	41	107
jar	FBgn0011225	FBtr0334871	protein_coding	0	50	0	172	4	0	2	48	0	46	0	0	0	0	11	0	0	0	0	41	81
jar	FBgn0011225	FBtr0334872	protein_coding	0	51	0	231	4	1	13	48	0	111	0	0	0	0	11	0	0	0	0	41	64
jar	FBgn0011225	FBtr0345266	protein_coding	0	50	0	387	4	0	10	48	0	227	0	0	0	0	11	0	0	0	0	41	107
jb	FBgn0031104	FBtr0302241	protein_coding	0	1	2	162	2	0	1	99	0	0	2	0	0	0	0	0	0	0	0	1	60
jbug	FBgn0028371	FBtr0071919	protein_coding	0	16	1	367	4	0	9	125	0	103	1	0	0	0	1	0	0	0	0	15	127
jbug	FBgn0028371	FBtr0301374	protein_coding	0	177	10	479	7	1	6	149	0	267	10	0	0	0	8	0	0	0	0	168	58
jbug	FBgn0028371	FBtr0301375	protein_coding	0	17	1	367	4	1	10	125	0	102	1	0	0	0	1	0	0	0	0	15	127
jbug	FBgn0028371	FBtr0301376	protein_coding	0	16	1	367	4	0	7	125	0	105	1	0	0	0	1	0	0	0	0	15	127
jbug	FBgn0028371	FBtr0301377	protein_coding	0	111	4	422	7	0	9	149	0	134	4	0	0	0	4	0	0	0	0	107	127
jbug	FBgn0028371	FBtr0302116	protein_coding	0	17	1	367	4	1	11	125	0	101	1	0	0	0	1	0	0	0	0	15	127
jbug	FBgn0028371	FBtr0302117	protein_coding	1	16	1	366	4	0	9	125	0	103	1	0	0	1	1	0	0	0	0	15	127
jbug	FBgn0028371	FBtr0302374	protein_coding	0	82	7	424	4	1	6	125	0	236	7	0	0	0	5	0	0	0	0	76	58
jbug	FBgn0028371	FBtr0330233	protein_coding	0	175	9	518	7	1	2	149	0	319	9	0	0	0	8	0	0	0	0	166	49
jbug	FBgn0028371	FBtr0330234	protein_coding	0	179	11	512	4	1	2	149	0	316	11	0	0	0	8	0	0	0	0	170	49
jdp	FBgn0027654	FBtr0085681	protein_coding	0	14	0	663	17	0	3	257	0	234	0	0	0	0	2	0	0	0	0	12	154
jdp	FBgn0027654	FBtr0085682	protein_coding	0	14	0	663	17	0	3	257	0	234	0	0	0	0	2	0	0	0	0	12	154
jdp	FBgn0027654	FBtr0085683	protein_coding	0	8	1	536	0	0	3	171	0	210	1	0	0	0	2	0	0	0	0	6	154
jeb	FBgn0086677	FBtr0088021	protein_coding	0	19	8	458	18	1	3	38	0	311	8	0	0	0	1	0	0	0	0	17	89
jeb	FBgn0086677	FBtr0333065	protein_coding	0	19	8	549	57	1	3	86	0	311	8	0	0	0	1	0	0	0	0	17	93
jet	FBgn0031652	FBtr0079057	protein_coding	0	12	10	196	10	0	1	93	0	1	10	0	0	0	0	0	0	0	0	12	91
jet	FBgn0031652	FBtr0110896	protein_coding	0	14	12	192	6	0	1	93	0	1	12	0	0	0	0	0	0	0	0	14	91
jhamt	FBgn0028841	FBtr0080859	protein_coding	0	34	8	336	0	0	1	172	0	4	8	0	0	0	3	0	0	0	0	31	162
jhamt	FBgn0028841	FBtr0340233	protein_coding	0	34	8	340	4	0	1	172	0	4	8	0	0	0	3	0	0	0	0	31	162
jigr1	FBgn0039350	FBtr0084886	protein_coding	0	11	1	420	3	1	3	112	0	197	1	0	0	0	0	0	0	0	0	10	105
jigr1	FBgn0039350	FBtr0084887	protein_coding	0	11	1	420	3	1	5	112	0	195	1	0	0	0	0	0	0	0	0	10	105
jigr1	FBgn0039350	FBtr0084888	protein_coding	0	11	1	420	3	1	2	112	0	198	1	0	0	0	0	0	0	0	0	10	105
jigr1	FBgn0039350	FBtr0084889	protein_coding	0	11	1	384	3	1	7	112	0	170	1	0	0	0	0	0	0	0	0	10	92
jigr1	FBgn0039350	FBtr0113287	protein_coding	0	11	1	423	4	1	2	114	0	198	1	0	0	0	0	0	0	0	0	10	105
jigr1	FBgn0039350	FBtr0113288	protein_coding	0	10	1	245	3	0	1	112	0	19	1	0	0	0	0	0	0	0	0	10	110
jigr1	FBgn0039350	FBtr0336450	protein_coding	0	13	1	223	3	3	11	112	0	6	1	0	0	0	0	0	0	0	0	10	91
jim	FBgn0027339	FBtr0078582	protein_coding	0	6	1	143	20	0	6	10	0	90	1	0	0	0	2	0	0	0	0	4	19
jim	FBgn0027339	FBtr0100184	protein_coding	0	5	1	31	3	0	2	12	0	4	1	0	0	0	1	0	0	0	0	4	11
jim	FBgn0027339	FBtr0304985	protein_coding	0	6	1	99	20	0	2	10	0	35	1	0	0	0	2	0	0	0	0	4	34
jim	FBgn0027339	FBtr0330076	protein_coding	0	6	1	128	3	0	6	12	0	90	1	0	0	0	2	0	0	0	0	4	19
jim	FBgn0027339	FBtr0333211	protein_coding	0	6	1	84	3	0	2	12	0	35	1	0	0	0	2	0	0	0	0	4	34
jim	FBgn0027339	FBtr0333212	protein_coding	0	6	1	84	3	0	2	12	0	35	1	0	0	0	2	0	0	0	0	4	34
jim	FBgn0027339	FBtr0333213	protein_coding	0	6	1	123	3	0	5	12	0	81	1	0	0	0	2	0	0	0	0	4	24
jing	FBgn0086655	FBtr0114364	protein_coding	0	20	3	170	1	0	6	60	0	28	3	0	0	0	0	0	0	0	0	20	75
jing	FBgn0086655	FBtr0114365	protein_coding	0	23	7	1805	1	0	5	60	0	1722	7	0	0	0	0	0	0	0	0	23	17
jing	FBgn0086655	FBtr0301636	protein_coding	0	20	3	116	1	0	0	60	0	7	3	0	0	0	0	0	0	0	0	20	48
jing	FBgn0086655	FBtr0332950	protein_coding	0	20	3	186	27	0	6	50	0	28	3	0	0	0	0	0	0	0	0	20	75
jnj	FBgn0266282	FBtr0084573	protein_coding	0	40	16	152	1	1	4	72	0	23	16	0	0	0	8	0	0	0	0	31	59
jp	FBgn0032129	FBtr0079860	protein_coding	0	57	3	612	27	2	13	151	0	333	3	0	0	0	7	0	0	0	0	48	94
jp	FBgn0032129	FBtr0079861	protein_coding	0	55	3	584	15	1	12	146	0	321	3	0	0	0	6	0	0	0	0	48	96
jp	FBgn0032129	FBtr0113030	protein_coding	0	12	0	316	15	2	16	146	0	20	0	0	0	0	2	0	0	0	0	8	121
jp	FBgn0032129	FBtr0304056	protein_coding	0	55	3	464	11	1	8	128	0	179	3	0	0	0	6	0	0	0	0	48	144
jp	FBgn0032129	FBtr0304057	protein_coding	0	55	3	488	15	1	6	146	0	183	3	0	0	0	6	0	0	0	0	48	144
jub	FBgn0030530	FBtr0073834	protein_coding	0	13	2	130	4	1	2	44	0	14	2	0	0	0	0	0	0	0	1	11	66
jub	FBgn0030530	FBtr0303418	protein_coding	0	12	2	131	4	1	2	44	0	15	2	0	0	0	0	0	0	0	1	10	66
jub	FBgn0030530	FBtr0303419	protein_coding	0	12	2	131	4	1	2	44	0	15	2	0	0	0	0	0	0	0	1	10	66
jub	FBgn0030530	FBtr0340292	protein_coding	0	12	2	132	5	1	2	44	0	15	2	0	0	0	0	0	0	0	1	10	66
jumu	FBgn0015396	FBtr0082237	protein_coding	0	2	4	143	6	0	3	48	0	71	4	0	0	0	0	0	0	0	0	2	15
jv	FBgn0263973	FBtr0307512	protein_coding	0	66	32	761	3	0	2	87	0	577	32	0	0	0	7	0	0	0	0	61	97
jv	FBgn0263973	FBtr0307513	protein_coding	0	69	32	761	3	1	10	87	0	569	32	0	0	0	9	0	0	0	0	61	97
jv	FBgn0263973	FBtr0307514	protein_coding	0	66	32	761	3	0	2	87	0	577	32	0	0	0	7	0	0	0	0	61	97
jvl	FBgn0263929	FBtr0305689	protein_coding	0	36	5	215	2	2	3	83	0	35	5	0	0	0	4	0	0	0	0	30	96
jvl	FBgn0263929	FBtr0305690	protein_coding	0	37	10	1272	20	1	10	109	0	1086	10	0	0	0	3	0	0	0	0	33	50
jvl	FBgn0263929	FBtr0305691	protein_coding	0	38	5	1128	2	4	16	83	0	880	5	0	0	0	4	0	0	0	0	30	151
jvl	FBgn0263929	FBtr0305692	protein_coding	0	38	12	1269	7	1	10	109	0	1096	12	0	0	0	3	0	0	0	0	34	50
jvl	FBgn0263929	FBtr0305693	protein_coding	0	36	5	1173	13	3	7	109	0	896	5	0	0	0	3	0	0	0	0	30	151
jvl	FBgn0263929	FBtr0305694	protein_coding	0	37	9	1229	24	1	10	83	0	1065	9	0	0	0	3	0	0	0	0	33	50
jvl	FBgn0263929	FBtr0305695	protein_coding	0	37	7	1170	7	3	7	109	0	899	7	0	0	0	3	0	0	0	0	31	151
kappaB-Ras	FBgn0040513	FBtr0089002	protein_coding	0	2	1	143	18	0	5	59	0	1	1	0	0	0	1	0	0	0	0	1	61
kappaB-Ras	FBgn0040513	FBtr0299801	protein_coding	0	2	1	143	17	0	5	59	0	2	1	0	0	0	1	0	0	0	0	1	61
kappaB-Ras	FBgn0040513	FBtr0336926	protein_coding	0	2	1	136	4	0	5	66	0	1	1	0	0	0	1	0	0	0	0	1	61
kappaTry	FBgn0043471	FBtr0331940	protein_coding	1	11	9	242	4	0	0	140	0	0	9	0	0	0	0	0	1	0	0	11	98
kar	FBgn0001296	FBtr0082666	protein_coding	0	9	3	187	4	0	2	43	0	77	3	0	0	0	0	0	0	0	0	9	61
kar	FBgn0001296	FBtr0302563	protein_coding	0	9	2	187	5	0	2	48	0	71	2	0	0	0	0	0	0	0	0	9	61
karr	FBgn0040784	FBtr0301572	protein_coding	0	1	0	163	1	0	0	89	0	0	0	0	0	0	0	0	0	0	0	1	73
kat-60L1	FBgn0037375	FBtr0078627	protein_coding	0	4	2	67	2	0	1	16	0	14	2	0	0	0	1	0	0	0	0	3	35
kat-60L1	FBgn0037375	FBtr0078628	protein_coding	0	4	1	60	2	0	0	16	0	10	1	0	0	0	1	0	0	0	0	3	33
kat-60L1	FBgn0037375	FBtr0300736	protein_coding	0	4	1	60	0	0	0	18	0	10	1	0	0	0	1	0	0	0	0	3	33
kat-60L1	FBgn0037375	FBtr0300737	protein_coding	0	4	2	67	0	0	1	18	0	14	2	0	0	0	1	0	0	0	0	3	35
kat-60L1	FBgn0037375	FBtr0300738	protein_coding	0	4	1	60	0	0	0	18	0	10	1	0	0	0	1	0	0	0	0	3	33
kat-60L1	FBgn0037375	FBtr0300739	protein_coding	0	4	2	67	0	0	1	18	0	14	2	0	0	0	1	0	0	0	0	3	35
kat-60L1	FBgn0037375	FBtr0300740	protein_coding	0	4	1	60	2	0	0	16	0	10	1	0	0	0	1	0	0	0	0	3	33
kat-60L1	FBgn0037375	FBtr0300741	protein_coding	0	4	2	67	2	0	1	16	0	14	2	0	0	0	1	0	0	0	0	3	35
kat80	FBgn0040207	FBtr0074246	protein_coding	0	33	2	295	13	0	2	135	0	103	2	0	0	0	3	0	0	0	0	30	45
kat80	FBgn0040207	FBtr0074247	protein_coding	0	33	2	295	13	0	3	135	0	102	2	0	0	0	3	0	0	0	0	30	45
kat80	FBgn0040207	FBtr0340443	protein_coding	0	33	2	295	13	0	3	135	0	102	2	0	0	0	3	0	0	0	0	30	45
kay	FBgn0001297	FBtr0099988	protein_coding	0	39	4	976	6	1	18	138	0	734	4	0	0	0	0	0	0	0	0	38	80
kay	FBgn0001297	FBtr0099989	protein_coding	0	41	6	858	6	2	9	138	0	536	6	0	0	0	0	0	0	0	0	39	169
kay	FBgn0001297	FBtr0099990	protein_coding	0	38	4	524	6	1	6	138	0	191	4	0	0	0	0	0	0	0	0	37	183
kay	FBgn0001297	FBtr0290076	protein_coding	0	41	10	296	6	1	16	138	0	19	10	0	0	0	0	0	0	0	0	40	117
kay	FBgn0001297	FBtr0339165	protein_coding	0	41	9	855	6	2	9	138	0	533	9	0	0	0	0	0	0	0	0	39	169
kcc	FBgn0261794	FBtr0072136	protein_coding	0	36	2	280	0	0	3	68	0	128	2	0	0	0	9	0	0	0	0	27	90
kcc	FBgn0261794	FBtr0072137	protein_coding	0	36	3	282	0	0	7	68	0	127	3	0	0	0	9	0	0	0	0	27	89
kcc	FBgn0261794	FBtr0072138	protein_coding	0	35	2	234	0	0	5	68	0	80	2	0	0	0	8	0	0	0	0	27	89
kcc	FBgn0261794	FBtr0072139	protein_coding	0	35	3	237	0	0	3	68	0	84	3	0	0	0	8	0	0	0	0	27	90
kcc	FBgn0261794	FBtr0343299	protein_coding	0	37	3	293	0	1	12	68	0	130	3	0	0	0	9	0	0	0	0	27	92
kcc	FBgn0261794	FBtr0343300	protein_coding	0	36	3	279	0	0	3	68	0	127	3	0	0	0	9	0	0	0	0	27	90
kcc	FBgn0261794	FBtr0343301	protein_coding	0	35	3	233	0	0	5	68	0	79	3	0	0	0	8	0	0	0	0	27	89
kdn	FBgn0261955	FBtr0070906	protein_coding	0	12	3	176	4	1	1	55	0	86	3	0	0	0	1	0	0	0	0	10	31
kdn	FBgn0261955	FBtr0070907	protein_coding	0	10	1	172	4	0	0	55	0	69	1	0	0	0	1	0	0	0	0	9	45
kek1	FBgn0015399	FBtr0332210	protein_coding	0	9	6	166	11	0	7	60	0	0	6	0	0	0	0	0	0	0	0	9	88
kek1	FBgn0015399	FBtr0346702	protein_coding	0	9	6	141	0	0	7	46	0	0	6	0	0	0	0	0	0	0	0	9	88
kek2	FBgn0015400	FBtr0080252	protein_coding	0	54	4	1331	48	3	37	122	0	977	4	0	0	0	2	0	0	0	0	49	147
kek3	FBgn0028370	FBtr0080752	protein_coding	0	42	9	676	5	1	9	50	0	495	9	0	0	0	0	0	0	0	0	41	117
kek3	FBgn0028370	FBtr0300848	protein_coding	0	42	9	676	7	1	6	48	0	498	9	0	0	0	0	0	0	0	0	41	117
kek4	FBgn0032484	FBtr0080485	protein_coding	0	14	24	164	1	0	2	86	0	13	24	0	0	0	1	0	0	0	0	13	63
kek4	FBgn0032484	FBtr0334756	protein_coding	0	16	24	164	1	2	10	86	0	5	24	0	0	0	1	0	0	0	0	13	63
kek4	FBgn0032484	FBtr0334757	protein_coding	0	14	24	167	1	0	2	86	0	14	24	0	0	0	1	0	0	0	0	13	65
kek5	FBgn0031016	FBtr0074707	protein_coding	0	25	1	1088	3	1	7	79	0	954	1	0	0	0	2	0	0	0	0	23	45
kek5	FBgn0031016	FBtr0074708	protein_coding	0	23	1	1088	3	0	6	79	0	955	1	0	0	0	1	0	0	0	0	23	45
kek5	FBgn0031016	FBtr0309223	protein_coding	0	25	1	1088	3	1	7	79	0	954	1	0	0	0	2	0	0	0	0	23	45
kek5	FBgn0031016	FBtr0309224	protein_coding	0	25	1	1132	19	1	7	107	0	954	1	0	0	0	2	0	0	0	0	23	45
kek6	FBgn0039862	FBtr0085821	protein_coding	0	25	9	811	27	1	10	63	0	649	9	0	0	0	1	0	0	0	0	23	63
kek6	FBgn0039862	FBtr0330107	protein_coding	0	25	9	811	27	1	10	63	0	649	9	0	0	0	1	0	0	0	0	23	63
kel	FBgn0001301	FBtr0081042	protein_coding	0	20	2	211	41	1	3	49	0	60	2	0	0	0	0	0	0	0	0	19	58
kel	FBgn0001301	FBtr0081043	protein_coding	0	45	6	182	12	1	3	49	0	60	6	0	0	0	0	0	0	0	0	44	58
ken	FBgn0011236	FBtr0072129	protein_coding	0	7	2	156	4	0	2	51	0	48	2	0	0	0	1	0	0	0	0	6	52
kermit	FBgn0010504	FBtr0088811	protein_coding	0	9	2	219	2	1	7	54	0	100	2	0	0	0	0	0	0	0	0	8	56
kermit	FBgn0010504	FBtr0088812	protein_coding	0	9	2	219	2	0	2	54	0	105	2	0	0	0	1	0	0	0	0	8	56
kermit	FBgn0010504	FBtr0088813	protein_coding	0	8	2	131	2	0	0	54	0	12	2	0	0	0	0	0	0	0	0	8	63
kermit	FBgn0010504	FBtr0088814	protein_coding	0	10	2	128	2	2	2	54	0	8	2	0	0	0	0	0	0	0	0	8	62
kermit	FBgn0010504	FBtr0339296	protein_coding	0	8	2	121	2	0	3	54	0	0	2	0	0	0	0	0	0	0	0	8	62
key	FBgn0041205	FBtr0072428	protein_coding	0	3	1	60	0	1	3	25	0	3	1	0	0	0	1	0	0	0	0	2	29
key	FBgn0041205	FBtr0305672	protein_coding	0	3	1	60	0	1	3	25	0	3	1	0	0	0	1	0	0	0	0	2	29
kibra	FBgn0262127	FBtr0100008	protein_coding	0	55	3	606	0	1	6	84	0	396	3	0	0	0	3	0	0	0	0	51	123
kibra	FBgn0262127	FBtr0344383	protein_coding	0	55	3	632	8	1	6	102	0	396	3	0	0	0	3	0	0	0	0	51	123
kin17	FBgn0024887	FBtr0078181	protein_coding	0	5	4	91	3	0	0	40	0	0	4	0	0	0	0	0	0	0	0	5	48
kirre	FBgn0028369	FBtr0070559	protein_coding	0	38	4	3888	3	0	14	68	0	3765	4	0	0	0	1	0	0	0	0	37	39
kirre	FBgn0028369	FBtr0070560	protein_coding	0	38	4	165	3	0	3	68	0	20	4	0	0	0	1	0	0	0	0	37	72
kirre	FBgn0028369	FBtr0309498	protein_coding	0	38	4	529	3	0	5	68	0	376	4	0	0	0	1	0	0	0	0	37	78
kirre	FBgn0028369	FBtr0309499	protein_coding	0	39	4	529	3	1	6	68	0	374	4	0	0	0	1	0	0	0	0	37	79
kirre	FBgn0028369	FBtr0309500	protein_coding	0	38	4	3895	3	0	10	68	0	3769	4	0	0	0	1	0	0	0	0	37	46
kirre	FBgn0028369	FBtr0309501	protein_coding	0	39	4	3912	14	1	10	81	0	3769	4	0	0	0	1	0	0	0	0	37	39
kirre	FBgn0028369	FBtr0332492	protein_coding	0	40	4	1406	3	1	17	68	0	1278	4	0	0	0	2	0	0	0	0	37	41
kis	FBgn0266557	FBtr0078144	protein_coding	0	39	24	233	6	1	3	26	0	158	24	0	0	0	0	0	0	0	0	38	40
kis	FBgn0266557	FBtr0078145	protein_coding	0	14	11	89	6	0	0	26	0	28	11	0	0	0	0	0	0	0	0	14	29
kis	FBgn0266557	FBtr0299837	protein_coding	0	42	26	228	6	1	3	26	0	153	26	0	0	0	0	0	0	0	0	41	40
kis	FBgn0266557	FBtr0308253	protein_coding	0	39	24	233	6	1	3	26	0	158	24	0	0	0	0	0	0	0	0	38	40
kis	FBgn0266557	FBtr0308254	protein_coding	0	39	24	233	6	1	3	26	0	158	24	0	0	0	0	0	0	0	0	38	40
kis	FBgn0266557	FBtr0308255	protein_coding	0	38	23	235	6	1	6	26	0	157	23	0	0	0	0	0	0	0	0	37	40
kkv	FBgn0001311	FBtr0078798	protein_coding	0	14	4	118	2	0	1	24	0	64	4	0	0	0	0	0	0	0	0	14	27
kkv	FBgn0001311	FBtr0078800	protein_coding	0	14	4	118	2	0	1	24	0	64	4	0	0	0	0	0	0	0	0	14	27
kkv	FBgn0001311	FBtr0301398	protein_coding	0	14	4	118	2	0	1	24	0	64	4	0	0	0	0	0	0	0	0	14	27
klar	FBgn0001316	FBtr0072565	protein_coding	0	106	42	2587	15	5	15	133	0	2320	42	0	0	0	6	0	0	0	0	95	110
klar	FBgn0001316	FBtr0110818	protein_coding	0	95	39	2607	16	5	15	138	0	2334	39	0	0	0	6	0	0	0	0	84	110
klar	FBgn0001316	FBtr0112807	protein_coding	0	21	7	367	15	1	11	133	0	88	7	0	0	0	1	0	0	0	0	19	121
klar	FBgn0001316	FBtr0112808	protein_coding	0	86	40	2418	1	5	15	126	0	2171	40	0	0	0	5	0	0	0	0	76	110
klar	FBgn0001316	FBtr0333850	protein_coding	0	106	42	2587	15	5	14	133	0	2321	42	0	0	0	6	0	0	0	0	95	110
klar	FBgn0001316	FBtr0333851	protein_coding	0	83	26	1495	15	7	27	133	0	1199	26	0	0	0	5	0	0	0	0	71	126
klar	FBgn0001316	FBtr0333852	protein_coding	0	61	15	516	15	1	9	133	0	232	15	0	0	0	3	0	0	0	0	57	130
klar	FBgn0001316	FBtr0343526	protein_coding	0	63	24	1326	1	7	27	126	0	1050	24	0	0	0	4	0	0	0	0	52	126
klar	FBgn0001316	FBtr0343527	protein_coding	0	22	7	291	15	3	8	133	0	17	7	0	0	0	1	0	0	0	0	18	119
klg	FBgn0017590	FBtr0084337	protein_coding	0	20	2	1680	21	0	17	82	0	1429	2	0	0	0	2	0	0	0	0	19	132
klu	FBgn0013469	FBtr0076247	protein_coding	0	36	7	798	13	0	6	108	0	532	7	0	0	0	0	0	0	0	0	36	139
klu	FBgn0013469	FBtr0330080	protein_coding	0	36	8	797	12	0	6	108	0	532	8	0	0	0	0	0	0	0	0	36	139
klu	FBgn0013469	FBtr0333361	protein_coding	0	36	7	818	33	0	6	108	0	532	7	0	0	0	0	0	0	0	0	36	139
klu	FBgn0013469	FBtr0345346	protein_coding	0	36	7	830	33	0	11	108	0	532	7	0	0	0	0	0	0	0	0	36	146
kn	FBgn0001319	FBtr0087465	protein_coding	0	28	0	658	4	0	3	50	0	501	0	0	0	0	4	0	0	0	0	24	104
kn	FBgn0001319	FBtr0112809	protein_coding	0	29	0	657	5	0	3	50	0	499	0	0	0	0	4	0	0	0	0	25	104
kn	FBgn0001319	FBtr0112810	protein_coding	0	29	1	838	4	0	0	50	0	663	1	0	0	0	4	0	0	0	0	25	125
kn	FBgn0001319	FBtr0301400	protein_coding	0	28	0	658	4	0	3	50	0	501	0	0	0	0	4	0	0	0	0	24	104
kn	FBgn0001319	FBtr0329882	protein_coding	0	27	1	611	4	0	0	50	0	475	1	0	0	0	5	0	0	0	0	22	87
kni	FBgn0001320	FBtr0078283	protein_coding	0	4	2	116	3	1	2	62	0	6	2	0	0	0	0	0	0	0	0	3	43
kni	FBgn0001320	FBtr0344836	protein_coding	0	3	2	106	3	0	0	62	0	6	2	0	0	0	0	0	0	0	0	3	35
knk	FBgn0001321	FBtr0082194	protein_coding	0	11	4	91	0	0	7	49	0	8	4	0	0	0	1	0	0	0	0	10	28
knrl	FBgn0001323	FBtr0078212	protein_coding	0	6	4	256	8	1	6	39	0	157	4	0	0	0	0	0	0	0	0	5	46
knrl	FBgn0001323	FBtr0346815	protein_coding	0	6	4	249	0	1	6	40	0	157	4	0	0	0	0	0	0	0	0	5	46
ko	FBgn0020294	FBtr0078324	protein_coding	0	11	4	608	4	0	3	32	0	535	4	0	0	0	0	0	0	0	0	11	34
ko	FBgn0020294	FBtr0333449	protein_coding	0	11	4	309	4	0	1	32	0	207	4	0	0	0	0	0	0	0	0	11	65
koi	FBgn0265003	FBtr0335512	protein_coding	0	9	10	123	4	1	4	52	0	26	10	0	0	0	0	0	0	0	0	8	37
koi	FBgn0265003	FBtr0335513	protein_coding	0	7	10	113	4	0	1	52	0	13	10	0	0	0	0	0	0	0	0	7	43
koi	FBgn0265003	FBtr0335514	protein_coding	0	8	10	118	4	0	1	52	0	22	10	0	0	0	0	0	0	0	0	8	39
koi	FBgn0265003	FBtr0335515	protein_coding	0	4	4	94	2	1	4	34	0	17	4	0	0	0	0	0	0	0	0	3	37
koi	FBgn0265003	FBtr0335516	protein_coding	0	2	4	84	2	0	1	34	0	4	4	0	0	0	0	0	0	0	0	2	43
koi	FBgn0265003	FBtr0335517	protein_coding	0	3	4	89	2	0	1	34	0	13	4	0	0	0	0	0	0	0	0	3	39
koko	FBgn0264816	FBtr0334146	protein_coding	0	9	0	152	3	0	3	72	0	10	0	0	0	0	1	0	0	0	0	9	64
koko	FBgn0264816	FBtr0334147	protein_coding	0	9	0	152	3	0	2	72	0	13	0	0	0	0	1	0	0	0	0	9	62
koko	FBgn0264816	FBtr0334148	protein_coding	0	9	0	152	3	0	2	72	0	13	0	0	0	0	1	0	0	0	0	9	62
koko	FBgn0264816	FBtr0334149	protein_coding	0	9	0	155	3	0	0	72	0	17	0	0	0	0	1	0	0	0	0	9	63
kon	FBgn0032683	FBtr0300341	protein_coding	0	88	21	435	6	0	12	115	0	163	21	0	0	0	4	0	0	0	0	85	141
kon	FBgn0032683	FBtr0332322	protein_coding	0	89	21	434	6	0	11	115	0	164	21	0	0	0	5	0	0	0	0	85	141
kon	FBgn0032683	FBtr0332323	protein_coding	0	87	21	375	6	0	2	115	0	134	21	0	0	0	3	0	0	0	0	85	120
kra	FBgn0250753	FBtr0078744	protein_coding	0	3	0	58	1	1	4	15	0	22	0	0	0	0	0	0	0	0	0	2	16
kra	FBgn0250753	FBtr0078745	protein_coding	0	3	0	54	0	1	4	12	0	22	0	0	0	0	0	0	0	0	0	2	16
kra	FBgn0250753	FBtr0078746	protein_coding	0	2	0	51	0	0	0	12	0	18	0	0	0	0	0	0	0	0	0	2	21
kra	FBgn0250753	FBtr0078747	protein_coding	0	2	0	51	0	0	0	12	0	18	0	0	0	0	0	0	0	0	0	2	21
kra	FBgn0250753	FBtr0078748	protein_coding	0	2	0	51	0	0	2	12	0	16	0	0	0	0	0	0	0	0	0	2	21
kra	FBgn0250753	FBtr0078749	protein_coding	0	2	0	51	0	0	2	12	0	16	0	0	0	0	0	0	0	0	0	2	21
kra	FBgn0250753	FBtr0078750	protein_coding	0	2	0	48	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	2	25
kraken	FBgn0020545	FBtr0078016	protein_coding	0	23	6	253	2	0	4	126	0	8	6	0	0	0	1	0	0	0	1	21	113
kraken	FBgn0020545	FBtr0334794	protein_coding	0	23	6	252	2	0	2	126	0	8	6	0	0	0	1	0	0	0	1	21	114
krimp	FBgn0034098	FBtr0087189	protein_coding	1	52	50	336	5	0	1	141	0	2	50	0	0	0	2	0	1	0	0	50	189
krz	FBgn0040206	FBtr0085877	protein_coding	0	4	0	71	17	0	0	22	0	4	0	0	0	0	0	0	0	0	0	4	28
krz	FBgn0040206	FBtr0305268	protein_coding	0	4	0	53	1	0	0	20	0	4	0	0	0	0	0	0	0	0	0	4	28
ksh	FBgn0040890	FBtr0300214	protein_coding	0	3	0	105	2	0	1	58	0	1	0	0	0	0	0	0	0	0	0	3	43
ksr	FBgn0015402	FBtr0078766	protein_coding	0	5	2	59	2	0	3	30	0	0	2	0	0	0	0	0	0	0	0	5	24
ksr	FBgn0015402	FBtr0344272	protein_coding	0	5	2	68	10	0	3	31	0	0	2	0	0	0	0	0	0	0	0	5	24
ksr	FBgn0015402	FBtr0344273	protein_coding	0	5	2	70	14	0	3	29	0	0	2	0	0	0	0	0	0	0	0	5	24
